settlement_id,trade_id,business_date,settlement_date,settlement_status
SET00001272,TRD00001272,2026-04-21,2026-04-22,SETTLED
SET00001273,TRD00001273,2026-04-21,2026-04-22,SETTLED
SET00001274,TRD00001274,2026-04-21,2026-04-22,SETTLED
SET00001275,TRD00001275,2026-04-21,2026-04-22,SETTLED
SET00001276,TRD00001276,2026-04-21,2026-04-22,SETTLED
SET00001277,TRD00001277,2026-04-21,2026-04-22,SETTLED
SET00001278,TRD00001278,2026-04-21,2026-04-22,SETTLED
SET00001279,TRD00001279,2026-04-21,2026-04-22,SETTLED
SET00001280,TRD00001280,2026-04-21,2026-04-22,PENDING
SET00001281,TRD00001281,2026-04-21,2026-04-22,SETTLED
SET00001282,TRD00001282,2026-04-21,2026-04-22,SETTLED
SET00001283,TRD00001283,2026-04-21,2026-04-22,SETTLED
SET00001284,TRD00001284,2026-04-21,2026-04-22,SETTLED
SET00001285,TRD00001285,2026-04-21,2026-04-22,SETTLED
SET00001286,TRD00001286,2026-04-21,2026-04-22,SETTLED
SET00001287,TRD00001287,2026-04-21,2026-04-22,SETTLED
SET00001288,TRD00001288,2026-04-21,2026-04-22,SETTLED
SET00001289,TRD00001289,2026-04-21,2026-04-22,SETTLED
SET00001290,TRD00001290,2026-04-21,2026-04-22,PENDING
SET00001291,TRD00001291,2026-04-21,2026-04-22,SETTLED
SET00001292,TRD00001292,2026-04-21,2026-04-22,SETTLED
SET00001293,TRD00001293,2026-04-21,2026-04-22,SETTLED
SET00001294,TRD00001294,2026-04-21,2026-04-22,SETTLED
SET00001295,TRD00001295,2026-04-21,2026-04-22,SETTLED
SET00001296,TRD00001296,2026-04-21,2026-04-22,SETTLED
SET00001297,TRD00001297,2026-04-21,2026-04-22,SETTLED
SET00001298,TRD00001298,2026-04-21,2026-04-22,SETTLED
SET00001299,TRD00001299,2026-04-21,2026-04-22,SETTLED
SET00001300,TRD00001300,2026-04-21,2026-04-22,PENDING
SET00001301,TRD00001301,2026-04-21,2026-04-22,SETTLED
SET00001302,TRD00001302,2026-04-21,2026-04-22,SETTLED
SET00001303,TRD00001303,2026-04-21,2026-04-22,SETTLED
SET00001304,TRD00001304,2026-04-21,2026-04-22,SETTLED
SET00001305,TRD00001305,2026-04-21,2026-04-22,SETTLED
SET00001306,TRD00001306,2026-04-21,2026-04-22,SETTLED
SET00001307,TRD00001307,2026-04-21,2026-04-22,SETTLED
SET00001308,TRD00001308,2026-04-21,2026-04-22,SETTLED
SET00001309,TRD00001309,2026-04-21,2026-04-22,SETTLED
SET00001310,TRD00001310,2026-04-21,2026-04-22,PENDING
SET00001311,TRD00001311,2026-04-21,2026-04-22,SETTLED
SET00001312,TRD00001312,2026-04-21,2026-04-22,SETTLED
SET00001313,TRD00001313,2026-04-21,2026-04-22,SETTLED
SET00001314,TRD00001314,2026-04-21,2026-04-22,SETTLED
SET00001315,TRD00001315,2026-04-21,2026-04-22,SETTLED
SET00001316,TRD00001316,2026-04-21,2026-04-22,SETTLED
SET00001317,TRD00001317,2026-04-21,2026-04-22,SETTLED
SET00001318,TRD00001318,2026-04-21,2026-04-22,SETTLED
SET00001319,TRD00001319,2026-04-21,2026-04-22,SETTLED
SET00001320,TRD00001320,2026-04-21,2026-04-22,PENDING
SET00001321,TRD00001321,2026-04-21,2026-04-22,SETTLED
SET00001322,TRD00001322,2026-04-21,2026-04-22,SETTLED
SET00001323,TRD00001323,2026-04-21,2026-04-22,SETTLED
SET00001324,TRD00001324,2026-04-21,2026-04-22,SETTLED
SET00001325,TRD00001325,2026-04-21,2026-04-22,SETTLED
SET00001326,TRD00001326,2026-04-21,2026-04-22,SETTLED
SET00001327,TRD00001327,2026-04-21,2026-04-22,SETTLED
SET00001328,TRD00001328,2026-04-21,2026-04-22,SETTLED
SET00001329,TRD00001329,2026-04-21,2026-04-22,SETTLED
SET00001330,TRD00001330,2026-04-21,2026-04-22,PENDING
SET00001331,TRD00001331,2026-04-21,2026-04-22,SETTLED
SET00001332,TRD00001332,2026-04-21,2026-04-22,SETTLED
SET00001333,TRD00001333,2026-04-21,2026-04-22,SETTLED
SET00001334,TRD00001334,2026-04-21,2026-04-22,SETTLED
SET00001335,TRD00001335,2026-04-21,2026-04-22,SETTLED
SET00001336,TRD00001336,2026-04-21,2026-04-22,SETTLED
SET00001337,TRD00001337,2026-04-21,2026-04-22,SETTLED
SET00001338,TRD00001338,2026-04-21,2026-04-22,SETTLED
SET00001339,TRD00001339,2026-04-21,2026-04-22,SETTLED
SET00001340,TRD00001340,2026-04-21,2026-04-22,PENDING
SET00001341,TRD00001341,2026-04-21,2026-04-22,SETTLED
SET00001342,TRD00001342,2026-04-21,2026-04-22,SETTLED
SET00001343,TRD00001343,2026-04-21,2026-04-22,SETTLED
SET00001344,TRD00001344,2026-04-21,2026-04-22,SETTLED
SET00001345,TRD00001345,2026-04-21,2026-04-22,SETTLED
SET00001346,TRD00001346,2026-04-21,2026-04-22,SETTLED
SET00001347,TRD00001347,2026-04-21,2026-04-22,SETTLED
SET00001348,TRD00001348,2026-04-21,2026-04-22,SETTLED
SET00001349,TRD00001349,2026-04-21,2026-04-22,SETTLED
SET00001350,TRD00001350,2026-04-21,2026-04-22,PENDING
SET00001351,TRD00001351,2026-04-21,2026-04-22,SETTLED
SET00001352,TRD00001352,2026-04-21,2026-04-22,SETTLED
SET00001353,TRD00001353,2026-04-21,2026-04-22,SETTLED
SET00001354,TRD00001354,2026-04-21,2026-04-22,SETTLED
SET00001355,TRD00001355,2026-04-21,2026-04-22,SETTLED
SET00001356,TRD00001356,2026-04-21,2026-04-22,SETTLED
SET00001357,TRD00001357,2026-04-21,2026-04-22,SETTLED
SET00001358,TRD00001358,2026-04-21,2026-04-22,SETTLED
SET00001359,TRD00001359,2026-04-21,2026-04-22,SETTLED
SET00001360,TRD00001360,2026-04-21,2026-04-22,PENDING
SET00001361,TRD00001361,2026-04-21,2026-04-22,SETTLED
SET00001362,TRD00001362,2026-04-21,2026-04-22,SETTLED
SET00001363,TRD00001363,2026-04-21,2026-04-22,SETTLED
SET00001364,TRD00001364,2026-04-21,2026-04-22,SETTLED
SET00001365,TRD00001365,2026-04-21,2026-04-22,SETTLED
SET00001366,TRD00001366,2026-04-21,2026-04-22,SETTLED
SET00001367,TRD00001367,2026-04-21,2026-04-22,SETTLED
SET00001368,TRD00001368,2026-04-21,2026-04-22,SETTLED
SET00001369,TRD00001369,2026-04-21,2026-04-22,SETTLED
SET00001370,TRD00001370,2026-04-21,2026-04-22,PENDING
SET00001371,TRD00001371,2026-04-21,2026-04-22,SETTLED
SET00001372,TRD00001372,2026-04-21,2026-04-22,SETTLED
SET00001373,TRD00001373,2026-04-21,2026-04-22,SETTLED
SET00001374,TRD00001374,2026-04-21,2026-04-22,SETTLED
SET00001375,TRD00001375,2026-04-21,2026-04-22,SETTLED
SET00001376,TRD00001376,2026-04-21,2026-04-22,SETTLED
SET00001377,TRD00001377,2026-04-21,2026-04-22,SETTLED
SET00001378,TRD00001378,2026-04-21,2026-04-22,SETTLED
SET00001379,TRD00001379,2026-04-21,2026-04-22,SETTLED
SET00001380,TRD00001380,2026-04-21,2026-04-22,PENDING
SET00001381,TRD00001381,2026-04-21,2026-04-22,SETTLED
SET00001382,TRD00001382,2026-04-21,2026-04-22,SETTLED
SET00001383,TRD00001383,2026-04-21,2026-04-22,SETTLED
SET00001384,TRD00001384,2026-04-21,2026-04-22,SETTLED
SET00001385,TRD00001385,2026-04-21,2026-04-22,SETTLED
SET00001386,TRD00001386,2026-04-21,2026-04-22,SETTLED
SET00001387,TRD00001387,2026-04-21,2026-04-22,SETTLED
SET00001388,TRD00001388,2026-04-21,2026-04-22,SETTLED
SET00001389,TRD00001389,2026-04-21,2026-04-22,SETTLED
SET00001390,TRD00001390,2026-04-21,2026-04-22,PENDING
SET00001391,TRD00001391,2026-04-21,2026-04-22,SETTLED
SET00001392,TRD00001392,2026-04-21,2026-04-22,SETTLED
SET00001393,TRD00001393,2026-04-21,2026-04-22,SETTLED
SET00001394,TRD00001394,2026-04-21,2026-04-22,SETTLED
SET00001395,TRD00001395,2026-04-21,2026-04-22,SETTLED
SET00001396,TRD00001396,2026-04-21,2026-04-22,SETTLED
SET00001397,TRD00001397,2026-04-21,2026-04-22,SETTLED
SET00001398,TRD00001398,2026-04-21,2026-04-22,SETTLED
SET00001399,TRD00001399,2026-04-21,2026-04-22,SETTLED
SET00001400,TRD00001400,2026-04-21,2026-04-22,PENDING
SET00001401,TRD00001401,2026-04-21,2026-04-22,SETTLED
SET00001402,TRD00001402,2026-04-21,2026-04-22,SETTLED
SET00001403,TRD00001403,2026-04-21,2026-04-22,SETTLED
SET00001404,TRD00001404,2026-04-21,2026-04-22,SETTLED
SET00001405,TRD00001405,2026-04-21,2026-04-22,SETTLED
SET00001406,TRD00001406,2026-04-21,2026-04-22,SETTLED
SET00001407,TRD00001407,2026-04-21,2026-04-22,SETTLED
SET00001408,TRD00001408,2026-04-21,2026-04-22,SETTLED
SET00001409,TRD00001409,2026-04-21,2026-04-22,SETTLED
SET00001410,TRD00001410,2026-04-21,2026-04-22,PENDING
SET00001411,TRD00001411,2026-04-21,2026-04-22,SETTLED
SET00001412,TRD00001412,2026-04-21,2026-04-22,SETTLED
SET00001413,TRD00001413,2026-04-21,2026-04-22,SETTLED
SET00001414,TRD00001414,2026-04-21,2026-04-22,SETTLED
SET00001415,TRD00001415,2026-04-21,2026-04-22,SETTLED
SET00001416,TRD00001416,2026-04-21,2026-04-22,SETTLED
SET00001417,TRD00001417,2026-04-21,2026-04-22,SETTLED
SET00001418,TRD00001418,2026-04-21,2026-04-22,SETTLED
SET00001419,TRD00001419,2026-04-21,2026-04-22,SETTLED
SET00001420,TRD00001420,2026-04-21,2026-04-22,PENDING
SET00001421,TRD00001421,2026-04-21,2026-04-22,SETTLED
SET00001422,TRD00001422,2026-04-21,2026-04-22,SETTLED
SET00001423,TRD00001423,2026-04-21,2026-04-22,SETTLED
SET00001424,TRD00001424,2026-04-21,2026-04-22,SETTLED
SET00001425,TRD00001425,2026-04-21,2026-04-22,SETTLED
SET00001426,TRD00001426,2026-04-21,2026-04-22,SETTLED
SET00001427,TRD00001427,2026-04-21,2026-04-22,SETTLED
SET00001428,TRD00001428,2026-04-21,2026-04-22,SETTLED
SET00001429,TRD00001429,2026-04-21,2026-04-22,SETTLED
SET00001430,TRD00001430,2026-04-21,2026-04-22,PENDING
SET00001431,TRD00001431,2026-04-21,2026-04-22,SETTLED
SET00001432,TRD00001432,2026-04-21,2026-04-22,SETTLED
SET00001433,TRD00001433,2026-04-21,2026-04-22,SETTLED
SET00001434,TRD00001434,2026-04-21,2026-04-22,SETTLED
SET00001435,TRD00001435,2026-04-21,2026-04-22,SETTLED
SET00001436,TRD00001436,2026-04-21,2026-04-22,SETTLED
SET00001437,TRD00001437,2026-04-21,2026-04-22,SETTLED
SET00001438,TRD00001438,2026-04-21,2026-04-22,SETTLED
SET00001439,TRD00001439,2026-04-21,2026-04-22,SETTLED
SET00001440,TRD00001440,2026-04-21,2026-04-22,PENDING
SET00001441,TRD00001441,2026-04-21,2026-04-22,SETTLED
SET00001442,TRD00001442,2026-04-21,2026-04-22,SETTLED
SET00001443,TRD00001443,2026-04-21,2026-04-22,SETTLED
SET00001444,TRD00001444,2026-04-21,2026-04-22,SETTLED
SET00001445,TRD00001445,2026-04-21,2026-04-22,SETTLED
SET00001446,TRD00001446,2026-04-21,2026-04-22,SETTLED
SET00001447,TRD00001447,2026-04-21,2026-04-22,SETTLED
SET00001448,TRD00001448,2026-04-21,2026-04-22,SETTLED
SET00001449,TRD00001449,2026-04-21,2026-04-22,SETTLED
SET00001450,TRD00001450,2026-04-21,2026-04-22,PENDING
SET00001451,TRD00001451,2026-04-21,2026-04-22,SETTLED
SET00001452,TRD00001452,2026-04-21,2026-04-22,SETTLED
SET00001453,TRD00001453,2026-04-21,2026-04-22,SETTLED
SET00001454,TRD00001454,2026-04-21,2026-04-22,SETTLED
SET00001455,TRD00001455,2026-04-21,2026-04-22,SETTLED
SET00001456,TRD00001456,2026-04-21,2026-04-22,SETTLED
SET00001457,TRD00001457,2026-04-21,2026-04-22,SETTLED
SET00001458,TRD00001458,2026-04-21,2026-04-22,SETTLED
SET00001459,TRD00001459,2026-04-21,2026-04-22,SETTLED
SET00001460,TRD00001460,2026-04-21,2026-04-22,PENDING
SET00001461,TRD00001461,2026-04-21,2026-04-22,SETTLED
SET00001462,TRD00001462,2026-04-21,2026-04-22,SETTLED
SET00001463,TRD00001463,2026-04-21,2026-04-22,SETTLED
SET00001464,TRD00001464,2026-04-21,2026-04-22,SETTLED
SET00001465,TRD00001465,2026-04-21,2026-04-22,SETTLED
SET00001466,TRD00001466,2026-04-21,2026-04-22,SETTLED
SET00001467,TRD00001467,2026-04-21,2026-04-22,SETTLED
SET00001468,TRD00001468,2026-04-21,2026-04-22,SETTLED
SET00001469,TRD00001469,2026-04-21,2026-04-22,SETTLED
SET00001470,TRD00001470,2026-04-21,2026-04-22,PENDING
SET00001471,TRD00001471,2026-04-21,2026-04-22,SETTLED
SET00001472,TRD00001472,2026-04-21,2026-04-22,SETTLED
SET00001473,TRD00001473,2026-04-21,2026-04-22,SETTLED
SET00001474,TRD00001474,2026-04-21,2026-04-22,SETTLED
SET00001475,TRD00001475,2026-04-21,2026-04-22,SETTLED
SET00001476,TRD00001476,2026-04-21,2026-04-22,SETTLED
SET00001477,TRD00001477,2026-04-21,2026-04-22,SETTLED
SET00001478,TRD00001478,2026-04-21,2026-04-22,SETTLED
SET00001479,TRD00001479,2026-04-21,2026-04-22,SETTLED
SET00001480,TRD00001480,2026-04-21,2026-04-22,PENDING
SET00001481,TRD00001481,2026-04-21,2026-04-22,SETTLED
SET00001482,TRD00001482,2026-04-21,2026-04-22,SETTLED
SET00001483,TRD00001483,2026-04-21,2026-04-22,SETTLED
SET00001484,TRD00001484,2026-04-21,2026-04-22,SETTLED
SET00001485,TRD00001485,2026-04-21,2026-04-22,SETTLED
SET00001486,TRD00001486,2026-04-21,2026-04-22,SETTLED
SET00001487,TRD00001487,2026-04-21,2026-04-22,SETTLED
SET00001488,TRD00001488,2026-04-21,2026-04-22,SETTLED
SET00001489,TRD00001489,2026-04-21,2026-04-22,SETTLED
SET00001490,TRD00001490,2026-04-21,2026-04-22,PENDING
SET00001491,TRD00001491,2026-04-21,2026-04-22,SETTLED
SET00001492,TRD00001492,2026-04-21,2026-04-22,SETTLED
SET00001493,TRD00001493,2026-04-21,2026-04-22,SETTLED
SET00001494,TRD00001494,2026-04-21,2026-04-22,SETTLED
SET00001495,TRD00001495,2026-04-21,2026-04-22,SETTLED
SET00001496,TRD00001496,2026-04-21,2026-04-22,SETTLED
SET00001497,TRD00001497,2026-04-21,2026-04-22,SETTLED
SET00001498,TRD00001498,2026-04-21,2026-04-22,SETTLED
SET00001499,TRD00001499,2026-04-21,2026-04-22,SETTLED
SET00001500,TRD00001500,2026-04-21,2026-04-22,PENDING
SET00001501,TRD00001501,2026-04-21,2026-04-22,SETTLED
SET00001502,TRD00001502,2026-04-21,2026-04-22,SETTLED
SET00001503,TRD00001503,2026-04-21,2026-04-22,SETTLED
SET00001504,TRD00001504,2026-04-21,2026-04-22,SETTLED
SET00001505,TRD00001505,2026-04-21,2026-04-22,SETTLED
SET00001506,TRD00001506,2026-04-21,2026-04-22,SETTLED
SET00001507,TRD00001507,2026-04-21,2026-04-22,SETTLED
SET00001508,TRD00001508,2026-04-21,2026-04-22,SETTLED
SET00001509,TRD00001509,2026-04-21,2026-04-22,SETTLED
SET00001510,TRD00001510,2026-04-21,2026-04-22,PENDING
SET00001511,TRD00001511,2026-04-21,2026-04-22,SETTLED
SET00001512,TRD00001512,2026-04-21,2026-04-22,SETTLED
SET00001513,TRD00001513,2026-04-21,2026-04-22,SETTLED
SET00001514,TRD00001514,2026-04-21,2026-04-22,SETTLED
SET00001515,TRD00001515,2026-04-21,2026-04-22,SETTLED
SET00001516,TRD00001516,2026-04-21,2026-04-22,SETTLED
SET00001517,TRD00001517,2026-04-21,2026-04-22,SETTLED
SET00001518,TRD00001518,2026-04-21,2026-04-22,SETTLED
SET00001519,TRD00001519,2026-04-21,2026-04-22,SETTLED
SET00001520,TRD00001520,2026-04-21,2026-04-22,PENDING
SET00001521,TRD00001521,2026-04-21,2026-04-22,SETTLED
SET00001522,TRD00001522,2026-04-21,2026-04-22,SETTLED
SET00001523,TRD00001523,2026-04-21,2026-04-22,SETTLED
SET00001524,TRD00001524,2026-04-21,2026-04-22,SETTLED
SET00001525,TRD00001525,2026-04-21,2026-04-22,SETTLED
SET00001526,TRD00001526,2026-04-21,2026-04-22,SETTLED
SET00001527,TRD00001527,2026-04-21,2026-04-22,SETTLED
SET00001528,TRD00001528,2026-04-21,2026-04-22,SETTLED
SET00001529,TRD00001529,2026-04-21,2026-04-22,SETTLED
SET00001530,TRD00001530,2026-04-21,2026-04-22,PENDING
SET00001531,TRD00001531,2026-04-21,2026-04-22,SETTLED
SET00001532,TRD00001532,2026-04-21,2026-04-22,SETTLED
SET00001533,TRD00001533,2026-04-21,2026-04-22,SETTLED
SET00001534,TRD00001534,2026-04-21,2026-04-22,SETTLED
SET00001535,TRD00001535,2026-04-21,2026-04-22,SETTLED
SET00001536,TRD00001536,2026-04-21,2026-04-22,SETTLED
SET00001537,TRD00001537,2026-04-21,2026-04-22,SETTLED
SET00001538,TRD00001538,2026-04-21,2026-04-22,SETTLED
SET00001539,TRD00001539,2026-04-21,2026-04-22,SETTLED
SET00001540,TRD00001540,2026-04-21,2026-04-22,PENDING
SET00001541,TRD00001541,2026-04-21,2026-04-22,SETTLED
SET00001542,TRD00001542,2026-04-21,2026-04-22,SETTLED
SET00001543,TRD00001543,2026-04-21,2026-04-22,SETTLED
SET00001544,TRD00001544,2026-04-21,2026-04-22,SETTLED
SET00001545,TRD00001545,2026-04-21,2026-04-22,SETTLED
SET00001546,TRD00001546,2026-04-21,2026-04-22,SETTLED
SET00001547,TRD00001547,2026-04-21,2026-04-22,SETTLED
SET00001548,TRD00001548,2026-04-21,2026-04-22,SETTLED
SET00001549,TRD00001549,2026-04-21,2026-04-22,SETTLED
SET00001550,TRD00001550,2026-04-21,2026-04-22,PENDING
SET00001551,TRD00001551,2026-04-21,2026-04-22,SETTLED
SET00001552,TRD00001552,2026-04-21,2026-04-22,SETTLED
SET00001553,TRD00001553,2026-04-21,2026-04-22,SETTLED
SET00001554,TRD00001554,2026-04-21,2026-04-22,SETTLED
SET00001555,TRD00001555,2026-04-21,2026-04-22,SETTLED
SET00001556,TRD00001556,2026-04-21,2026-04-22,SETTLED
SET00001557,TRD00001557,2026-04-21,2026-04-22,SETTLED
SET00001558,TRD00001558,2026-04-21,2026-04-22,SETTLED
SET00001559,TRD00001559,2026-04-21,2026-04-22,SETTLED
SET00001560,TRD00001560,2026-04-21,2026-04-22,PENDING
SET00001561,TRD00001561,2026-04-21,2026-04-22,SETTLED
SET00001562,TRD00001562,2026-04-21,2026-04-22,SETTLED
SET00001563,TRD00001563,2026-04-21,2026-04-22,SETTLED
SET00001564,TRD00001564,2026-04-21,2026-04-22,SETTLED
SET00001565,TRD00001565,2026-04-21,2026-04-22,SETTLED
SET00001566,TRD00001566,2026-04-21,2026-04-22,SETTLED
SET00001567,TRD00001567,2026-04-21,2026-04-22,SETTLED
SET00001568,TRD00001568,2026-04-21,2026-04-22,SETTLED
SET00001569,TRD00001569,2026-04-21,2026-04-22,SETTLED
SET00001570,TRD00001570,2026-04-21,2026-04-22,PENDING
SET00001571,TRD00001571,2026-04-21,2026-04-22,SETTLED
SET00001572,TRD00001572,2026-04-21,2026-04-22,SETTLED
SET00001573,TRD00001573,2026-04-21,2026-04-22,SETTLED
SET00001574,TRD00001574,2026-04-21,2026-04-22,SETTLED
SET00001575,TRD00001575,2026-04-21,2026-04-22,SETTLED
SET00001576,TRD00001576,2026-04-21,2026-04-22,SETTLED
SET00001577,TRD00001577,2026-04-21,2026-04-22,SETTLED
SET00001578,TRD00001578,2026-04-21,2026-04-22,SETTLED
SET00001579,TRD00001579,2026-04-21,2026-04-22,SETTLED
SET00001580,TRD00001580,2026-04-21,2026-04-22,PENDING
SET00001581,TRD00001581,2026-04-21,2026-04-22,SETTLED
SET00001582,TRD00001582,2026-04-21,2026-04-22,SETTLED
SET00001583,TRD00001583,2026-04-21,2026-04-22,SETTLED
SET00001584,TRD00001584,2026-04-21,2026-04-22,SETTLED
SET00001585,TRD00001585,2026-04-21,2026-04-22,SETTLED
SET00001586,TRD00001586,2026-04-21,2026-04-22,SETTLED
SET00001587,TRD00001587,2026-04-21,2026-04-22,SETTLED
SET00001588,TRD00001588,2026-04-21,2026-04-22,SETTLED
SET00001589,TRD00001589,2026-04-21,2026-04-22,SETTLED
SET00001590,TRD00001590,2026-04-21,2026-04-22,PENDING
SET00001591,TRD00001591,2026-04-21,2026-04-22,SETTLED
SET00001592,TRD00001592,2026-04-21,2026-04-22,SETTLED
SET00001593,TRD00001593,2026-04-21,2026-04-22,SETTLED
SET00001594,TRD00001594,2026-04-21,2026-04-22,SETTLED
SET00001595,TRD00001595,2026-04-21,2026-04-22,SETTLED
SET00001596,TRD00001596,2026-04-21,2026-04-22,SETTLED
SET00001597,TRD00001597,2026-04-21,2026-04-22,SETTLED
SET00001598,TRD00001598,2026-04-21,2026-04-22,SETTLED
SET00001599,TRD00001599,2026-04-21,2026-04-22,SETTLED
SET00001600,TRD00001600,2026-04-21,2026-04-22,PENDING
SET00001601,TRD00001601,2026-04-21,2026-04-22,SETTLED
SET00001602,TRD00001602,2026-04-21,2026-04-22,SETTLED
SET00001603,TRD00001603,2026-04-21,2026-04-22,SETTLED
SET00001604,TRD00001604,2026-04-21,2026-04-22,SETTLED
SET00001605,TRD00001605,2026-04-21,2026-04-22,SETTLED
SET00001606,TRD00001606,2026-04-21,2026-04-22,SETTLED
SET00001607,TRD00001607,2026-04-21,2026-04-22,SETTLED
SET00001608,TRD00001608,2026-04-21,2026-04-22,SETTLED
SET00001609,TRD00001609,2026-04-21,2026-04-22,SETTLED
SET00001610,TRD00001610,2026-04-21,2026-04-22,PENDING
SET00001611,TRD00001611,2026-04-21,2026-04-22,SETTLED
SET00001612,TRD00001612,2026-04-21,2026-04-22,SETTLED
SET00001613,TRD00001613,2026-04-21,2026-04-22,SETTLED
SET00001614,TRD00001614,2026-04-21,2026-04-22,SETTLED
SET00001615,TRD00001615,2026-04-21,2026-04-22,SETTLED
SET00001616,TRD00001616,2026-04-21,2026-04-22,SETTLED
SET00001617,TRD00001617,2026-04-21,2026-04-22,SETTLED
SET00001618,TRD00001618,2026-04-21,2026-04-22,SETTLED
SET00001619,TRD00001619,2026-04-21,2026-04-22,SETTLED
SET00001620,TRD00001620,2026-04-21,2026-04-22,PENDING
SET00001621,TRD00001621,2026-04-21,2026-04-22,SETTLED
SET00001622,TRD00001622,2026-04-21,2026-04-22,SETTLED
SET00001623,TRD00001623,2026-04-21,2026-04-22,SETTLED
SET00001624,TRD00001624,2026-04-21,2026-04-22,SETTLED
SET00001625,TRD00001625,2026-04-21,2026-04-22,SETTLED
SET00001626,TRD00001626,2026-04-21,2026-04-22,SETTLED
SET00001627,TRD00001627,2026-04-21,2026-04-22,SETTLED
SET00001628,TRD00001628,2026-04-21,2026-04-22,SETTLED
SET00001629,TRD00001629,2026-04-21,2026-04-22,SETTLED
SET00001630,TRD00001630,2026-04-21,2026-04-22,PENDING
SET00001631,TRD00001631,2026-04-21,2026-04-22,SETTLED
SET00001632,TRD00001632,2026-04-21,2026-04-22,SETTLED
SET00001633,TRD00001633,2026-04-21,2026-04-22,SETTLED
SET00001634,TRD00001634,2026-04-21,2026-04-22,SETTLED
SET00001635,TRD00001635,2026-04-21,2026-04-22,SETTLED
SET00001636,TRD00001636,2026-04-21,2026-04-22,SETTLED
SET00001637,TRD00001637,2026-04-21,2026-04-22,SETTLED
SET00001638,TRD00001638,2026-04-21,2026-04-22,SETTLED
SET00001639,TRD00001639,2026-04-21,2026-04-22,SETTLED
SET00001640,TRD00001640,2026-04-21,2026-04-22,PENDING
SET00001641,TRD00001641,2026-04-21,2026-04-22,SETTLED
SET00001642,TRD00001642,2026-04-21,2026-04-22,SETTLED
SET00001643,TRD00001643,2026-04-21,2026-04-22,SETTLED
SET00001644,TRD00001644,2026-04-21,2026-04-22,SETTLED
SET00001645,TRD00001645,2026-04-21,2026-04-22,SETTLED
SET00001646,TRD00001646,2026-04-21,2026-04-22,SETTLED
SET00001647,TRD00001647,2026-04-21,2026-04-22,SETTLED
SET00001648,TRD00001648,2026-04-21,2026-04-22,SETTLED
SET00001649,TRD00001649,2026-04-21,2026-04-22,SETTLED
SET00001650,TRD00001650,2026-04-21,2026-04-22,PENDING
SET00001651,TRD00001651,2026-04-21,2026-04-22,SETTLED
SET00001652,TRD00001652,2026-04-21,2026-04-22,SETTLED
SET00001653,TRD00001653,2026-04-21,2026-04-22,SETTLED
SET00001654,TRD00001654,2026-04-21,2026-04-22,SETTLED
SET00001655,TRD00001655,2026-04-21,2026-04-22,SETTLED
SET00001656,TRD00001656,2026-04-21,2026-04-22,SETTLED
SET00001657,TRD00001657,2026-04-21,2026-04-22,SETTLED
SET00001658,TRD00001658,2026-04-21,2026-04-22,SETTLED
SET00001659,TRD00001659,2026-04-21,2026-04-22,SETTLED
SET00001660,TRD00001660,2026-04-21,2026-04-22,PENDING
SET00001661,TRD00001661,2026-04-21,2026-04-22,SETTLED
SET00001662,TRD00001662,2026-04-21,2026-04-22,SETTLED
SET00001663,TRD00001663,2026-04-21,2026-04-22,SETTLED
SET00001664,TRD00001664,2026-04-21,2026-04-22,SETTLED
SET00001665,TRD00001665,2026-04-21,2026-04-22,SETTLED
SET00001666,TRD00001666,2026-04-21,2026-04-22,SETTLED
SET00001667,TRD00001667,2026-04-21,2026-04-22,SETTLED
SET00001668,TRD00001668,2026-04-21,2026-04-22,SETTLED
SET00001669,TRD00001669,2026-04-21,2026-04-22,SETTLED
SET00001670,TRD00001670,2026-04-21,2026-04-22,PENDING
SET00001671,TRD00001671,2026-04-21,2026-04-22,SETTLED
SET00001672,TRD00001672,2026-04-21,2026-04-22,SETTLED
SET00001673,TRD00001673,2026-04-21,2026-04-22,SETTLED
SET00001674,TRD00001674,2026-04-21,2026-04-22,SETTLED
SET00001675,TRD00001675,2026-04-21,2026-04-22,SETTLED
SET00001676,TRD00001676,2026-04-21,2026-04-22,SETTLED
SET00001677,TRD00001677,2026-04-21,2026-04-22,SETTLED
SET00001678,TRD00001678,2026-04-21,2026-04-22,SETTLED
SET00001679,TRD00001679,2026-04-21,2026-04-22,SETTLED
SET00001680,TRD00001680,2026-04-21,2026-04-22,PENDING
SET00001681,TRD00001681,2026-04-21,2026-04-22,SETTLED
SET00001682,TRD00001682,2026-04-21,2026-04-22,SETTLED
SET00001683,TRD00001683,2026-04-21,2026-04-22,SETTLED
SET00001684,TRD00001684,2026-04-21,2026-04-22,SETTLED
SET00001685,TRD00001685,2026-04-21,2026-04-22,SETTLED
SET00001686,TRD00001686,2026-04-21,2026-04-22,SETTLED
SET00001687,TRD00001687,2026-04-21,2026-04-22,SETTLED
SET00001688,TRD00001688,2026-04-21,2026-04-22,SETTLED
SET00001689,TRD00001689,2026-04-21,2026-04-22,SETTLED
SET00001690,TRD00001690,2026-04-21,2026-04-22,PENDING
SET00001691,TRD00001691,2026-04-21,2026-04-22,SETTLED
SET00001692,TRD00001692,2026-04-21,2026-04-22,SETTLED
SET00001693,TRD00001693,2026-04-21,2026-04-22,SETTLED
SET00001694,TRD00001694,2026-04-21,2026-04-22,SETTLED
SET00001695,TRD00001695,2026-04-21,2026-04-22,SETTLED
